Numéro échantillon	duréee depuis le précédent échantillon
2856	0
2857	1
2858	1
2859	1060
2860	1
2861	1
2862	1
2863	1058
2864	1
2865	0
2866	1
2867	1060
2868	1
2869	1
2870	1
2871	1
2872	1058
2873	1
2874	1
2875	1
2876	1060
2877	1
2878	1
2879	1
2880	1058
2881	1
2882	1
2883	1
2884	1059
2885	1
2886	1
2887	1
2888	1
2889	1069
2890	2
2891	1
2892	1
2893	1060
2894	0
2895	1
2896	1
2897	1058
2898	1
2899	1
2900	2
2901	1060
2902	1
2903	1
2904	0
2905	1
2906	1059
2907	1
2908	1
2909	1
2910	1062
2911	1
2912	0
2913	1
2914	1059
2915	1
2916	1
2917	1
2918	1060
2919	1
2920	1
2921	1
2922	1
2923	1059
2924	1
2925	0
2926	1
2927	1061
2928	1
2929	1
2930	1
2931	1058
2932	1
2933	1
2934	2
2935	1060
2936	1
2937	0
2938	1
2939	1
2940	1059
2941	1
2942	1
2943	1
2944	1059
2945	1
2946	1
2947	1
2948	1
2949	1058
2950	1
2951	2
2952	1060
2953	0
2954	1
2955	1
2956	1
2957	1059
2958	1
2959	1
2960	1
2961	1059
2962	1
2963	1
2964	1
2965	1058
2966	3
2967	1
2968	1
2969	1070
2970	1
2971	1
2972	2
2973	1
2974	1060
2975	1
2976	1
2977	1
2978	1
2979	1059
2980	1
2981	1
2982	1060
2983	1
2984	1
2985	2
2986	1060
2987	1
2988	1
2989	1
2990	1
2991	0
2992	1059
2993	1
2994	0
2995	1060
2996	1
2997	1
2998	1
2999	1061
3000	1
3001	1
3002	2
3003	1
3004	1060
3005	1
3006	1
3007	1
3008	1058
3009	1
3010	1
3011	1
3012	1063
3013	1
3014	1
3015	1
3016	1059
3017	0
3018	1
3019	1
3020	1061
3021	0
3022	3
3023	1
3024	1
3025	1059
3026	1
3027	1
3028	1
3029	0
3030	1061
3031	1
3032	0
3033	1071
3034	1
3035	1
3036	1
3037	1
3038	1060
3039	1
3040	1
3041	0
3042	1059
3043	1
3044	1
3045	1
3046	1060
3047	1
3048	0
3049	1
3050	1061
3051	1
3052	0
3053	1
3054	1
3055	1
3056	1060
3057	1
3058	1
3059	1
3060	1058
3061	1
3062	1
3063	1060
3064	1
3065	1
3066	1
3067	1058
3068	1
3069	1
3070	1
3071	1
3072	1060
3073	1
3074	1
3075	1
3076	1058
3077	1
3078	3
3079	1
3080	1060
3081	1
3082	1
3083	1
3084	1059
3085	1
3086	0
3087	1
3088	1
3089	1060
3090	1
3091	1
3092	1
3093	1058
3094	1
3095	1
3096	0
3097	1060
3098	1
3099	1
3100	1
3101	1059
3102	0
3103	1
3104	1
3105	1
3106	1060
3107	1
3108	1
3109	1
3110	1058
3111	1
3112	1
3113	1
3114	1060
3115	1
3116	1
3117	1
3118	1058
3119	1
3120	1
3121	1
3122	1
3123	1060
3124	0
3125	1
3126	1
3127	1058
3128	1
3129	1
3130	1
3131	1060
3132	1
3133	1
3134	1
3135	1058
3136	1
3137	1
3138	1
3139	1
3140	1059
3141	1
3142	1
3143	1
3144	1058
3145	1
3146	1
3147	1
3148	1
3149	1060
3150	1
3151	1
3152	1060
3153	1
3154	1
3155	1
3156	1
3157	1059
3158	1
3159	1
3160	1
3161	1059
3162	1
3163	1
3164	1
3165	1060
3166	1
3167	0
3168	1
3169	1060
3170	1
3171	1
3172	0
3173	1
3174	1061
3175	1
3176	1
3177	1
3178	1059
3179	0
3180	1
3181	1
3182	1060
3183	1
3184	1
3185	1
3186	1060
3187	1
3188	0
3189	1
3190	1
3191	1060
3192	1
3193	1
3194	1
3195	1058
3196	1
3197	1
3198	1
3199	1059
3200	1
3201	1
3202	1
3203	1059
3204	1
3205	1
3206	1
3207	1
3208	1059
3209	1
3210	1
3211	1
3212	1059
3213	1
3214	0
3215	1
3216	1060
3217	1
3218	0
3219	1
3220	1060
3221	1
3222	1
3223	1
3224	1
3225	1059
3226	1
3227	1
3228	1
3229	1058
3230	1
3231	1
3232	1
3233	1060
3234	1
3235	1
3236	0
3237	1062
3238	0
3239	1
3240	1
3241	1
3242	1061
3243	0
3244	1
3245	1
3246	1060
3247	1
3248	1
3249	1
3250	1060
3251	1
3252	1
3253	1
3254	0
3255	1059
3256	1
3257	1
3258	0
3259	1060
3260	1
3261	1
3262	1
3263	1058
3264	1
3265	1
3266	1
3267	1059
3268	1
3269	1
3270	1
3271	1061
3272	2
3273	1
3274	1
3275	1
3276	1061
3277	1
3278	1
3279	0
3280	1059
3281	1
3282	1
3283	1
3284	1
3285	1059
3286	1
3287	1
3288	1
3289	1058
3290	1
3291	1
3292	1
3293	1059
3294	1
3295	1
3296	1
3297	1058
3298	1
3299	1
3300	1
3301	1060
3302	2
3303	1
3304	1
3305	1061
3306	1
3307	1
3308	1
3309	1
3310	1060
3311	1
3312	1
3313	0
3314	1
3315	1059
3316	1
3317	1
3318	1
3319	1060
3320	0
3321	1
3322	1
3323	1059
3324	1
3325	1
3326	1
3327	1059
3328	1
3329	1
3330	1
3331	1061
3332	1
3333	1
3334	1
3335	1065
3336	1
3337	1
3338	1
3339	1059
3340	1
3341	1
3342	1
3343	1
3344	1060
3345	1
3346	1
3347	1
3348	1058
3349	1
3350	1
3351	1
3352	1060
3353	1
3354	1
3355	1
3356	1059
3357	1
3358	4
3359	1
3360	0
3361	1061
3362	1
3363	1
3364	0
3365	1059
3366	1
3367	1
3368	1
3369	1060
3370	1
3371	1
3372	1
3373	1062
3374	1
3375	1
3376	1
3377	1061
3378	0
3379	1
3380	1
3381	1
3382	1
3383	1059
3384	1
3385	1
3386	0
3387	1064
3388	1
3389	2
3390	1058
3391	1
3392	1
3393	1
3394	1
3395	1060
3396	1
3397	1
3398	0
3399	1059
3400	1
3401	1
3402	0
3403	1061
3404	1
3405	1
3406	1
3407	1060
3408	2
3409	1
3410	1
3411	1
3412	2
3413	1060
3414	3
3415	1
3416	1
3417	1058
3418	1
3419	1
3420	1
3421	1060
3422	1
3423	1
3424	1
3425	1058
3426	1
3427	1
3428	1
3429	1059
3430	1
3431	1
3432	1
3433	1060
3434	1
3435	1
3436	1
3437	1060
3438	1
3439	1
3440	0
3441	1062
3442	2
3443	1
3444	1
3445	1
3446	0
3447	1060
3448	1
3449	1
3450	1
3451	1059
3452	1
3453	0
3454	1
3455	1060
3456	1
3457	1
3458	1
3459	1058
3460	1
3461	1
3462	1
3463	1060
3464	0
3465	1
3466	1
3467	1
3468	1059
3469	1
3470	0
3471	1060
3472	1
3473	1
3474	1
3475	1059
3476	1
3477	1
3478	1
3479	1
3480	1060
3481	1
3482	1
3483	0
3484	1059
3485	1
3486	1
3487	1
3488	1
3489	1059
3490	1
3491	1
3492	1
3493	1058
3494	1
3495	1
3496	1
3497	1093
3498	2
3499	1
3500	1
3501	1059
3502	1
3503	0
3504	1
3505	1060
3506	1
3507	2
3508	1
3509	1059
3510	1
3511	1
3512	1
3513	0
3514	1
3515	1060
3516	1
3517	1
3518	1
3519	1058
3520	1
3521	1
3522	1
3523	1060
3524	1
3525	0
3526	1
3527	1058
3528	1
3529	1
3530	1
3531	1060
3532	1
3533	0
3534	1
3535	1058
3536	1
3537	1
3538	1
3539	1060
3540	1
3541	1
3542	0
3543	1059
3544	1
3545	14
3546	1
3547	1
3548	1
3549	1060
3550	1
3551	1
3552	1
3553	1058
3554	1
3555	1
3556	1
3557	1061
3558	1
3559	1
3560	1
3561	1058
3562	0
3563	1
3564	1
3565	1060
3566	1
3567	0
3568	1
3569	1058
3570	1
3571	1
3572	1
3573	1059
3574	1
3575	1
3576	1
3577	1059
3578	1
3579	1
3580	1
3581	1
3582	1
3583	1059
3584	1
3585	0
3586	1
3587	1058
3588	1
3589	1
3590	1
3591	1058
3592	1
3593	1
3594	1
3595	1034
3596	1
3597	1
3598	1
3599	1058
3600	1
3601	1
3602	1
3603	1059
3604	1
3605	1
3606	1
3607	1058
3608	1
3609	1
3610	1
3611	1060
3612	1
3613	0
3614	1
3615	1
3616	1
3617	1059
3618	1
3619	1
3620	1
3621	1059
3622	1
3623	1
3624	1
3625	1058
3626	1
3627	1
3628	1
3629	1060
3630	1
3631	0
3632	1
3633	1058
3634	1
3635	1
3636	1
3637	1059
3638	3
3639	1
3640	1
3641	1059
3642	1
3643	1
3644	1
3645	1062
3646	2
3647	1
3648	1
3649	2
3650	1
3651	1059
3652	0
3653	1
3654	1060
3655	1
3656	1
3657	1
3658	1059
3659	1
3660	1
3661	0
3662	1061
3663	0
3664	1
3665	1
3666	1
3667	1058
3668	1
3669	1
3670	1
3671	1060
3672	1
3673	0
3674	1
3675	1059
3676	1
3677	1
3678	1
3679	1060
3680	1
3681	1
3682	0
3683	1
3684	1
3685	1059
3686	1
3687	1
3688	0
3689	1060
3690	1
3691	1
3692	1
3693	1059
3694	3
3695	1
3696	1
3697	1060
3698	1
3699	0
3700	1
3701	1059
3702	0
3703	1
3704	1
3705	1067
3706	1
3707	1
3708	1
3709	1059
3710	1
3711	1
3712	1
3713	1065
3714	1
3715	1
3716	1
3717	1
3718	1
3719	1059
3720	1
3721	1
3722	1
3723	1060
3724	1
3725	1
3726	1
3727	1058
3728	1
3729	1
3730	1
3731	1059
3732	1
3733	1
3734	1
3735	1058
3736	1
3737	1
3738	1
3739	1059
3740	1
3741	1
3742	1
3743	1058
3744	1
3745	1
3746	1
3747	1060
3748	1
3749	1
3750	3
3751	1
3752	1058
3753	1
3754	1
3755	0
3756	1060
3757	1
3758	1
3759	1
3760	1058
3761	1
3762	1
3763	1
3764	1059
3765	1
3766	1
3767	1
3768	1
3769	1074
3770	2
3771	1
3772	2
3773	1059
3774	1
3775	1
3776	1
3777	1058
3778	1
3779	2
3780	1
3781	1060
3782	1
3783	1
3784	0
3785	1
3786	1059
3787	1
3788	1
3789	1
3790	1059
3791	1
3792	1
3793	1
3794	1058
3795	1
3796	1
3797	1
3798	0
3799	1060
3800	1
3801	1
3802	0
3803	1059
3804	1
3805	1
3806	1
3807	1059
3808	1
3809	1
3810	1
3811	1058
3812	1
3813	1
3814	0
3815	1060
3816	1
3817	1
3818	1
3819	1
3820	1
3821	1059
3822	0
3823	1
3824	1
3825	1060
3826	1
3827	1
3828	1
3829	1058
3830	1
3831	1
3832	0
3833	1060
3834	1
3835	1
3836	1
3837	1058
3838	1
3839	1
3840	1
3841	1059
3842	1
3843	1
3844	1
3845	1058
3846	1
3847	1
3848	0
3849	1061
3850	1
3851	1
3852	0
3853	1
3854	1059
3855	0
3856	1
3857	1
3858	1059
3859	1
3860	1
3861	1
3862	1060
3863	1
3864	1
3865	1
3866	1060
3867	1
3868	1
3869	1
3870	1
3871	1
3872	1058
3873	1
3874	1
3875	1060
3876	1
3877	1
3878	1
3879	0
3880	1059
3881	0
3882	1
3883	1
3884	1060
3885	1
3886	1
3887	1
3888	1058
3889	1
3890	1
3891	1
3892	1060
3893	1
3894	1
3895	1
3896	0
3897	1058
3898	1
3899	1
3900	1
3901	1060
3902	1
3903	0
3904	1
3905	1058
3906	1
3907	1
3908	1
3909	1059
3910	1
3911	1
3912	1
3913	1059
3914	1
3915	0
3916	1
3917	1059
3918	3
3919	1
3920	1
3921	1
3922	0
3923	1059
3924	1
3925	1
3926	1
3927	1058
3928	1
3929	1
3930	1
3931	1017
3932	1
3933	1
3934	1
3935	1058
3936	1
3937	1
3938	1
3939	1059
3940	1
3941	1
3942	1
3943	1058
3944	1
3945	1
3946	1
3947	1059
3948	1
3949	0
3950	1
3951	1061
3952	2
3953	1
3954	1
3955	2
3956	1059
3957	1
3958	1
3959	1
3960	1058
3961	1
3962	1
3963	1
3964	1059
3965	1
3966	1
3967	1
3968	1058
3969	1
3970	1
3971	2
3972	1059
3973	1
3974	3
3975	1
3976	1
3977	1
3978	1064
3979	1
3980	2
3981	1
3982	1060
3983	1
3984	1
3985	1
3986	1058
3987	1
3988	1
3989	1
3990	1060
3991	1
3992	1
3993	1
3994	1058
3995	1
3996	1
3997	1
3998	1060
3999	1
4000	1
4001	0
4002	1059
4003	1
4004	1
4005	1
4006	0
4007	1060
4008	1
4009	1
4010	1
4011	1058
4012	1
4013	1
4014	1
4015	1059
4016	1
4017	1
4018	1
4019	1058
4020	1
4021	1
4022	1
4023	1060
4024	1
4025	1
4026	1
4027	0
4028	1
4029	1059
4030	3
4031	1
4032	1060
4033	1
4034	1
4035	1
4036	1059
4037	2
4038	1
4039	1
4040	1060
4041	1
4042	1
4043	1
4044	1
4045	1
4046	1058
4047	1
4048	1
4049	1
4050	1060
4051	1
4052	1
4053	1
4054	1058
4055	1
4056	1
4057	21
4058	1
4059	1061
4060	1
4061	0
4062	1059
4063	1
4064	1
4065	1
4066	1
4067	1059
4068	1
4069	1
4070	1058
4071	1
4072	1
4073	1
4074	1
4075	1060
4076	1
4077	1
4078	0
4079	1059
4080	1
4081	0
4082	1
4083	1059
4084	1
4085	1
4086	1
4087	1059
4088	2
4089	1
4090	1
4091	1060
4092	1
4093	1
4094	1
4095	1
4096	1
4097	1058
4098	1
4099	1
4100	1059
4101	1
4102	1
4103	1
4104	1059
4105	0
4106	1
4107	1
4108	1
4109	1060
4110	1
4111	1
4112	1
4113	1059
4114	1
4115	2
4116	1
4117	1061
4118	1
4119	1
4120	0
4121	1062
4122	2
4123	1
4124	1
4125	1
4126	1
4127	1060
4128	1
4129	1
4130	1
4131	1058
4132	1
4133	1
4134	1
4135	1059
4136	1
4137	1
4138	1061
4139	1
4140	2
4141	1
4142	1062
4143	1
4144	1
4145	1
4146	0
4147	1059
4148	1
4149	0
4150	1
4151	1059
4152	1
4153	1
4154	1
4155	1059
4156	2
4157	1
4158	1
4159	1060
4160	1
4161	1
4162	1
4163	1
4164	1
4165	1058
4166	1
4167	1
4168	1059
4169	1
4170	1
4171	0
4172	1061
4173	1
4174	1
4175	1
4176	1
4177	1
4178	1060
4179	1
4180	1
4181	1058
4182	1
4183	0
4184	1
4185	1060
4186	1
4187	1
4188	1
4189	1060
4190	2
4191	1
4192	1
4193	1060
4194	1
4195	1
4196	1
4197	1
4198	1
4199	1058
4200	1
4201	1
4202	1
4203	1060
4204	1
4205	1
4206	1
4207	1058
4208	1
4209	1
4210	0
4211	1060
4212	1
4213	0
4214	1
4215	1058
4216	1
4217	1
4218	1
4219	1060
4220	1
4221	1
4222	1
4223	1
4224	1058
4225	1
4226	1
4227	1
4228	1060
4229	1
4230	1
4231	0
4232	1
4233	1059
4234	1
4235	1
4236	0
4237	1060
4238	1
4239	1
4240	1
4241	1058
4242	1
4243	1
4244	1
4245	1059
4246	1
4247	1
4248	1
4249	1059
4250	2
4251	1
4252	10
4253	1059
4254	3
4255	1
4256	1
4257	1060
4258	2
4259	1
4260	1
4261	1
4262	2
4263	1060
4264	0
4265	1
4266	1
4267	1059
4268	1
4269	1
4270	1
4271	1059
4272	1
4273	1
4274	1
4275	1058
4276	1
4277	1
4278	1
4279	1059
4280	1
4281	1
4282	1
4283	1058
4284	1
4285	1
4286	1
4287	1059
4288	1
4289	1
4290	1
4291	1061
4292	1
4293	1
4294	2
4295	1
4296	1
4297	1061
4298	0
4299	1
4300	1
4301	1059
4302	1
4303	1
4304	1
4305	1060
4306	1
4307	1
4308	0
4309	1060
4310	4
4311	1
4312	1
4313	1082
4314	2
4315	1
4316	1
4317	1060
4318	1
4319	1
4320	2
4321	1059
4322	1
4323	1
4324	1
4325	1059
4326	1
4327	1
4328	1
4329	0
4330	1
4331	1060
4332	1
4333	1
4334	1
4335	1058
4336	1
4337	1
4338	1
4339	1060
4340	1
4341	1
4342	0
4343	1059
4344	1
4345	0
4346	1
4347	1061
4348	1
4349	1
4350	0
4351	1
4352	1058
4353	1
4354	1
4355	1060
4356	1
4357	0
4358	1
4359	1059
4360	1
4361	1
4362	1
4363	1
4364	1
4365	1060
4366	3
4367	1
4368	1
4369	1058
4370	1
4371	1
4372	1059
4373	1
4374	1
4375	0
4376	1060
4377	1
4378	0
4379	1
4380	1
4381	1
4382	1060
4383	1
4384	1
4385	1
4386	1058
4387	1
4388	1
4389	1
4390	1060
4391	1
4392	1
4393	1
4394	1058
4395	1
4396	1
4397	1
4398	1059
4399	1
4400	1
4401	1
4402	1058
4403	1
4404	1
4405	1
4406	1059
4407	1
4408	0
4409	1
4410	1059
4411	1
4412	1
4413	1
4414	1
4415	1
4416	1060
4417	0
4418	1
4419	1059
4420	0
4421	1
4422	1
4423	1059
4424	1
4425	1
4426	1
4427	1059
4428	1
4429	1
4430	1
4431	1
4432	1
4433	1059
4434	1
4435	1
4436	1058
4437	1
4438	1
4439	1
4440	1060
4441	1
4442	1
4443	1
4444	1
4445	1059
4446	0
4447	1
4448	1
4449	1060
4450	0
4451	1
4452	1
4453	1058
4454	1
4455	1
4456	1
4457	1060
4458	1
4459	1
4460	1
4461	1058
4462	1
4463	1
4464	1
4465	1
4466	1060
4467	1
4468	1
4469	1
4470	0
4471	1059
4472	1
4473	0
4474	1
4475	1064
4476	1
4477	1
4478	2
4479	1059
4480	1
4481	0
4482	1
4483	1060
4484	0
4485	1
4486	1
4487	1058
4488	1
4489	1
4490	1
4491	1060
4492	0
4493	1
4494	1
4495	1059
4496	1
4497	1
4498	1
4499	1
4500	0
4501	1060
4502	1
4503	1
4504	1
4505	1060
4506	1
4507	1
4508	0
4509	1060
4510	0
4511	1
4512	1
4513	1058
4514	1
4515	1
4516	1
4517	1059
4518	1
4519	1
4520	1
4521	1033
4522	1
4523	1
4524	1
4525	1068
4526	1
4527	1
4528	1
4529	1059
4530	1
4531	1
4532	1
4533	1
4534	1060
4535	1
4536	1
4537	1
4538	1060
4539	1
4540	0
4541	1
4542	1058
4543	1
4544	1
4545	1
4546	1063
4547	1
4548	1
4549	1
4550	2
4551	1
4552	1059
4553	1
4554	1
4555	1
4556	1060
4557	1
4558	0
4559	1
4560	1064
4561	11
4562	1
4563	1062
4564	1
4565	1
4566	1
4567	1
4568	1
4569	1075
4570	2
4571	1
4572	1
4573	1060
4574	1
4575	1
4576	1
4577	1058
4578	1
4579	1
4580	1
4581	1060
4582	1
4583	1
4584	1
4585	0
4586	1062
4587	1
4588	1
4589	1
4590	1062
4591	1
4592	1
4593	1
4594	1058
4595	1
4596	1
4597	1060
4598	1
4599	1
4600	1
4601	1
4602	1
4603	1059
4604	1
4605	1
4606	1
4607	1060
4608	1
4609	1
4610	1
4611	1058
4612	1
4613	1
4614	1
4615	1059
4616	1
4617	1
4618	1
4619	1059
4620	1
4621	1
4622	1
4623	1059
4624	1
4625	1
4626	1
4627	1058
4628	1
4629	1
4630	1
4631	1
4632	1059
4633	1
4634	1
4635	1
4636	1058
4637	1
4638	1
4639	1
4640	1060
4641	1
4642	1
4643	1
4644	1058
4645	1
4646	3
4647	1
4648	1060
4649	1
4650	1
4651	1
4652	0
4653	1059
4654	1
4655	1
4656	1
4657	1060
4658	0
4659	1
4660	1
4661	1058
4662	1
4663	1
4664	1
4665	1061
4666	0
4667	1
4668	1
4669	1
4670	1
4671	1059
4672	1
4673	1
4674	0
4675	1060
4676	1
4677	1
4678	1
4679	1058
4680	1
4681	1
4682	1060
4683	1
4684	1
4685	1
4686	1
4687	1
4688	1058
4689	1
4690	0
4691	1060
4692	1
4693	1
4694	1
4695	1060
4696	1
4697	1
4698	1
4699	1061
4700	1
4701	1
4702	3
4703	1
4704	1
4705	1058
4706	1
4707	1
4708	1
4709	1060
4710	1
4711	1
4712	0
4713	1060
4714	1
4715	0
4716	1
4717	1060
4718	1
4719	1
4720	1
4721	1058
4722	1
4723	1
4724	0
4725	1060
4726	1
4727	1
4728	0
4729	1062
4730	1
4731	1
4732	2
4733	1060
4734	1
4735	1
4736	1
4737	0
4738	1
4739	1059
4740	1
4741	1
4742	1
4743	1059
4744	1
4745	1
4746	1
4747	1058
4748	1
4749	1
4750	1
4751	1060
4752	0
4753	1
4754	1
4755	1058
4756	1
4757	1
4758	1
4759	1059
4760	1
4761	1
4762	1
4763	1060
4764	1
4765	1
4766	1
4767	1
4768	1059
4769	1
4770	1
4771	1
4772	1
4773	1059
4774	1
4775	1
4776	0
4777	1060
4778	1
4779	1
4780	1
4781	1059
4782	1
4783	1
4784	1
4785	1059
4786	1
4787	1
4788	1
4789	1058
4790	1
4791	1
4792	1
4793	1060
4794	1
4795	0
4796	1
4797	1059
4798	0
4799	1
4800	1
4801	1060
4802	1
4803	1
4804	1
4805	1
4806	0
4807	1059
4808	1
4809	1
4810	1
4811	1060
4812	1
4813	1
4814	1
4815	1058
4816	1
4817	1
4818	0
4819	1060
4820	1
4821	0
4822	1
4823	1058
4824	1
4825	1
4826	1
4827	1060
4828	1
4829	1
4830	1
4831	1058
4832	1
4833	1
4834	1
4835	1058
4836	1
4837	1
4838	1
4839	1
4840	1
4841	1027
4842	1
4843	1
4844	1058
4845	1
4846	1
4847	1
4848	1060
4849	1
4850	1
4851	1
4852	1061
4853	1
4854	2
4855	1
4856	1
4857	1
4858	1083
4859	2
4860	1
4861	2
4862	1058
4863	1
4864	1
4865	1
4866	1060
4867	1
4868	1
4869	1
4870	1060
4871	1
4872	1
4873	0
4874	1060
4875	1
4876	1
4877	1
4878	1058
4879	1
4880	1
4881	0
4882	1060
4883	1
4884	1
4885	1
4886	1
4887	1058
4888	1
4889	1
4890	1
4891	1062
4892	1
4893	1
4894	1
4895	1059
4896	1
4897	0
4898	1
4899	1061
4900	1
4901	1
4902	1
4903	1
4904	1058
4905	1
4906	1
4907	1
4908	1060
4909	0
4910	1
4911	1
4912	1058
4913	1
4914	1
4915	1
4916	1062
4917	1
4918	1
4919	1
4920	1059
4921	1
4922	1
4923	1
4924	1
4925	1060
4926	3
4927	1
4928	1
4929	1059
4930	0
4931	1
4932	1
4933	1060
4934	1
4935	1
4936	1
4937	1
4938	1059
4939	1
4940	1
4941	1
4942	1060
4943	1
4944	1
4945	1
4946	1
4947	1058
4948	1
4949	1
4950	1064
4951	1
4952	1
4953	1
4954	2
4955	1059
4956	1
4957	1
4958	1
4959	1059
4960	1
4961	1
4962	1
4963	1058
4964	1
4965	1
4966	1
4967	1059
4968	1
4969	1
4970	0
4971	1
4972	1059
4973	1
4974	1
4975	1
4976	1058
4977	1
4978	1
4979	1
4980	1042
4981	1
4982	3
4983	1
4984	1058
4985	1
4986	1
4987	1
4988	1061
4989	1
4990	1
4991	1
4992	1
4993	1
4994	1058
4995	1
4996	1
4997	1060
4998	1
4999	1
5000	1
5001	1059
5002	1
5003	1
5004	1
5005	1058
5006	1
5007	1
5008	1
5009	1
5010	1058
5011	1
5012	1
5013	1
5014	1058
5015	1
5016	1
5017	1
5018	1022
5019	1
5020	1
5021	1
5022	1062
5023	1
5024	1
5025	1
5026	1
5027	1060
5028	1
5029	1
5030	1
5031	1058
5032	1
5033	1
5034	1
5035	1060
5036	1
5037	0
5038	1
5039	1060
5040	1
5041	1
5042	1
5043	1
5044	1059
5045	1
5046	1
5047	1
5048	1058
5049	1
5050	1
5051	1
5052	1060
5053	0
5054	1
5055	1
5056	1061
5057	1
5058	1
5059	1
5060	1
5061	1060
5062	1
5063	1
5064	1
5065	1061
5066	1
5067	1
5068	1
5069	1060
5070	1
5071	1
5072	1
5073	1062
5074	1
5075	1
5076	1
5077	1
5078	1
5079	1060
5080	1
5081	12
5082	1059
5083	1
5084	1
5085	1
5086	1060
5087	1
5088	0
5089	1
5090	1059
5091	1
5092	1
5093	1
5094	1
5095	1059
5096	1
5097	1
5098	1
5099	1059
5100	1
5101	0
5102	1
5103	1060
5104	1
5105	1
5106	1
5107	1059
5108	1
5109	0
5110	1
5111	1
5112	1
5113	1060
5114	1
5115	0
5116	1059
5117	1
5118	1
5119	1
5120	1
5121	1059
5122	1
5123	1
5124	1059
5125	1
5126	1
5127	1
5128	0
5129	1060
5130	1
5131	1
5132	1
5133	1058
5134	1
5135	1
5136	1
5137	1060
5138	1
5139	1
5140	1
5141	1061
5142	1
5143	1
5144	1
5145	1
5146	1
5147	1060
5148	1
5149	1
5150	1062
5151	1
5152	1
5153	1
5154	1
5155	1059
5156	1
5157	1
5158	1061
5159	1
5160	2
5161	1
5162	1
5163	1
5164	1061
5165	1
5166	1
5167	1058
5168	1
5169	1
5170	1
5171	1059
5172	1
5173	1
5174	1
5175	1058
5176	1
5177	1
5178	1
5179	1
5180	1060
5181	1
5182	1
5183	0
5184	1059
5185	1
5186	1
5187	0
5188	1060
5189	1
5190	0
5191	1
5192	1062
5193	1
5194	1
5195	2
5196	1
5197	1
5198	1061
5199	0
5200	1
5201	1
5202	1059
5203	1
5204	1
5205	0
5206	1062
5207	1
5208	1
5209	1
5210	1062
5211	1
5212	1
5213	1
5214	1
5215	1067
5216	1
5217	10
5218	2
5219	1059
5220	1
5221	1
5222	1
5223	1060
5224	0
5225	1
5226	1
5227	1059
5228	1
5229	1
5230	1
5231	1058
5232	1
5233	1
5234	1
5235	1058
5236	1
5237	1
5238	1
5239	1
5240	1060
5241	1
5242	0
5243	1
5244	1059
5245	1
5246	1
5247	1
5248	1060
5249	1
5250	0
5251	1
5252	1059
5253	1
5254	1
5255	0
5256	1060
5257	1
5258	1
5259	1
5260	1
5261	1059
5262	3
5263	1
5264	1
5265	1059
5266	1
5267	1
5268	1
5269	1058
5270	1
5271	1
5272	1
5273	1
5274	1060
5275	1
5276	1
5277	1
5278	1059
5279	1
5280	0
5281	1
5282	1061
5283	1
5284	1
5285	1
5286	1058
5287	1
5288	1
5289	1
5290	1
5291	1061
5292	1
5293	1
5294	1
5295	1058
5296	1
5297	1
5298	1
5299	1060
5300	1
5301	0
5302	1
5303	1058
5304	1
5305	1
5306	1
5307	1060
5308	1
5309	1
5310	1
5311	1059
5312	1
5313	1
5314	1
5315	0
5316	1062
5317	1
5318	3
5319	1
5320	1058
5321	1
5322	1
5323	1
5324	1
5325	1058
5326	1
5327	1
5328	1059
5329	1
5330	1
5331	1
5332	1
5333	1058
5334	1
5335	1
5336	1
5337	1027
5338	1
5339	1
5340	1
5341	1058
5342	1
5343	1
5344	1
5345	1061
5346	1
5347	2
5348	1
5349	1058
5350	1
5351	1
5352	1
5353	1
5354	1060
5355	1
5356	1
5357	1
5358	1058
5359	1
5360	1
5361	1
5362	1059
5363	1
5364	1
5365	1
5366	1
5367	1058
5368	1
5369	1
5370	1
5371	1059
5372	1
5373	1
5374	1
5375	1058
5376	1
5377	1
5378	1
5379	1060
5380	1
5381	0
5382	1
5383	1
5384	1059
5385	1
5386	1
5387	1
5388	1060
5389	1
5390	1
5391	0
5392	1
5393	1058
5394	1
5395	1
5396	1
5397	1060
5398	1
5399	1
5400	1
5401	1058
5402	0
5403	1
5404	1
5405	1060
5406	1
5407	1
5408	0
5409	1059
5410	1
5411	1
5412	0
5413	1061
5414	1
5415	1
5416	1
5417	1060
5418	1
5419	1
5420	1
5421	0
5422	1
5423	1060
5424	1
5425	1
5426	1
5427	1058
5428	1
5429	1
5430	1
5431	1059
5432	1
5433	1
5434	1
5435	1058
5436	1
5437	1
5438	1
5439	1059
5440	1
5441	1
5442	1
5443	1058
5444	1
5445	1
5446	1
5447	1059
5448	1
5449	1
5450	1
5451	1059
5452	1
5453	1
5454	1
5455	0
5456	1
5457	1060
5458	1
5459	1
5460	1
5461	1058
5462	1
5463	1
5464	1
5465	1059
5466	1
5467	1
5468	1
5469	1058
5470	1
5471	1
5472	1
5473	1062
5474	1
5475	1
5476	1
5477	1058
5478	1
5479	1
5480	1
5481	1060
5482	1
5483	1
5484	1
5485	1058
5486	3
5487	1
5488	1
5489	1
5490	1
5491	1060
5492	1
5493	1
5494	0
5495	1059
5496	0
5497	1
5498	1
5499	1060
5500	1
5501	1
5502	1
5503	1058
5504	1
5505	1
5506	1
5507	1059
5508	1
5509	1
5510	1
5511	1058
5512	1
5513	1
5514	1
5515	1059
5516	1
5517	2
5518	1
5519	1059
5520	1
5521	1
5522	1
5523	1
5524	0
